ID,Age,Experience,ZIP Code,Family,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
3153,40,15,90275,1,3,0,0,0,0,0,0
278,29,2,92126,4,3,0,0,0,0,0,0
32,40,16,94117,1,2,0,0,0,1,0,0
3601,44,20,90018,2,3,95,0,0,1,0,0
3397,52,28,93106,1,1,0,0,0,1,1,0
4249,58,33,90720,2,1,0,1,0,1,0,0
749,41,17,91330,1,1,0,0,0,0,0,0
1214,27,2,93943,4,1,87,0,0,0,0,0
4250,37,12,91942,4,3,0,0,0,1,0,0
2631,63,37,94611,4,3,0,0,0,1,1,0
2978,35,10,94109,1,1,0,1,0,1,0,0
755,38,14,95020,2,1,0,0,1,1,1,0
3981,46,22,92866,4,2,0,0,0,1,0,0
174,58,34,90095,4,1,0,0,0,1,1,0
4689,29,3,92093,4,2,0,0,0,1,1,0
4656,33,7,95054,2,2,581,0,0,0,0,1
590,31,7,92821,1,1,0,0,0,0,0,0
4061,31,6,93023,2,1,0,0,0,1,1,0
2775,53,29,94066,2,1,0,0,0,1,0,0
1607,35,10,90266,4,1,87,0,0,1,0,0
2023,33,3,93561,4,3,236,0,0,0,0,0
893,38,12,95616,2,2,0,0,0,1,0,0
1170,40,16,92110,1,3,158,0,0,1,0,0
2084,31,7,94025,1,3,0,0,0,1,0,0
4952,53,27,92124,1,3,0,0,0,1,1,0
3987,38,14,92152,3,3,0,0,1,1,1,1
4063,38,14,95053,2,1,0,0,0,1,0,0
3629,42,18,94949,1,1,0,0,0,0,1,0
615,37,12,90034,1,1,0,0,0,1,1,0
240,28,3,94112,4,2,0,0,0,0,0,0
3689,51,26,90245,1,1,0,1,0,1,0,0
4454,37,11,94112,3,2,0,0,0,0,0,0
1537,36,12,95617,4,3,188,0,0,1,0,0
2266,47,23,94305,4,2,0,0,0,0,0,0
1215,61,36,92521,4,2,0,0,0,0,0,0
2923,52,26,90011,1,3,0,0,0,1,0,0
2383,46,20,94131,4,2,428,0,0,0,1,1
3933,26,2,94305,3,2,0,0,0,1,0,0
1097,43,18,90245,1,3,0,0,0,1,0,0
2813,53,28,96008,3,3,467,0,1,1,1,1
3046,58,32,91768,1,2,0,0,0,1,0,0
2977,33,8,95747,1,2,0,1,1,1,1,0
3770,29,4,90095,2,1,204,0,0,0,0,0
4877,44,19,95054,1,3,0,0,0,0,0,1
1709,46,20,90250,4,3,0,0,0,0,1,0
4322,27,0,92717,1,2,112,0,0,0,1,0
909,66,36,93023,4,3,0,0,0,0,1,0
3082,36,10,95064,2,3,204,0,0,1,1,0
1242,64,38,92120,1,3,0,1,1,1,1,0
3095,50,23,90272,1,2,104,0,0,0,1,0
4137,43,19,92691,4,3,0,0,0,1,0,0
136,58,33,93010,4,1,0,0,0,1,1,0
258,66,41,92691,3,1,0,0,0,0,1,0
1538,58,34,94608,4,1,0,0,0,1,0,0
3448,54,29,90747,4,3,109,0,0,0,0,0
513,39,14,95035,3,1,108,0,0,0,1,0
4892,56,31,90024,4,1,0,1,1,1,1,0
3923,31,4,95616,4,2,0,0,0,1,0,0
1204,62,37,91311,3,1,0,0,0,1,0,0
2596,35,10,92780,1,1,0,0,0,0,0,0
2855,49,24,94025,4,3,212,0,0,1,0,0
3586,45,18,92037,3,2,0,0,0,1,0,0
332,32,6,94115,3,1,0,0,0,0,0,0
4188,30,5,94305,4,2,103,0,0,0,1,0
2482,55,30,94306,2,2,0,0,0,0,0,0
3861,31,6,92121,2,1,0,0,0,1,1,0
4299,43,19,93106,1,1,0,0,0,1,0,0
1882,46,19,91365,3,2,0,0,0,0,0,0
2284,54,28,92677,4,3,0,0,0,0,0,0
1654,26,1,96651,2,3,123,0,0,0,1,0
4055,59,34,94116,4,1,0,0,0,0,0,0
1648,35,5,90509,4,3,0,0,0,0,0,0
4508,26,1,94550,2,3,0,0,0,0,1,0
2079,35,11,95814,2,2,0,0,0,0,0,0
2214,61,37,94610,1,1,0,0,0,0,0,0
3395,25,-1,90089,4,3,0,0,0,1,0,0
4636,30,5,91910,2,1,293,1,1,1,1,0
3249,31,6,92037,2,1,0,0,0,0,0,0
1320,32,6,94005,2,1,0,0,0,0,1,0
83,41,16,92507,1,3,0,0,0,1,0,0
951,32,6,95054,4,2,0,0,0,1,0,0
1672,34,9,92648,4,3,0,0,0,1,0,0
4000,47,21,90245,2,3,0,0,0,0,0,0
1272,28,4,92115,3,1,236,0,0,1,0,0
2681,60,30,95060,1,3,0,0,0,1,0,0
2656,50,26,91784,2,3,78,1,0,1,0,0
4075,60,35,94608,1,3,0,0,0,1,0,0
3123,38,14,90095,2,3,218,0,0,0,0,0
4912,46,22,94539,2,1,0,0,0,0,0,0
1393,47,23,90095,1,1,0,0,0,1,1,0
4344,38,14,95422,1,2,0,1,0,1,0,0
4160,45,20,94305,4,3,0,0,0,1,1,0
19,46,21,91604,2,3,0,0,0,0,0,1
3869,41,16,92037,1,3,0,0,0,0,0,0
3773,35,10,94112,2,1,0,0,0,1,0,0
2225,38,12,92084,2,3,0,0,0,1,0,0
3358,32,6,94111,1,2,408,1,1,1,1,0
504,31,5,94022,4,3,185,0,0,0,1,0
2133,59,35,94949,2,1,0,0,0,0,1,0
4631,46,21,92886,1,2,0,0,0,0,0,0
3777,27,3,93108,3,3,449,0,0,0,1,1
3796,51,25,94010,1,2,98,0,0,1,0,0
1498,45,21,95020,1,3,0,0,0,1,0,0
617,40,14,94025,2,3,0,0,0,1,1,0
1351,29,2,90266,4,2,0,0,0,0,1,0
547,27,2,94025,3,3,203,1,0,0,0,0
3184,44,17,94542,3,2,0,0,0,1,0,0
1154,55,30,92821,4,1,215,0,0,1,1,0
923,32,6,92868,1,1,0,1,1,1,0,0
3435,56,31,95521,2,3,78,0,0,0,0,0
340,39,13,92110,4,2,0,0,0,0,0,0
4149,46,22,95747,4,3,0,0,0,1,0,0
4068,52,28,94025,4,2,0,0,0,1,0,0
3638,39,14,94608,3,1,242,0,0,1,0,0
663,65,41,93561,3,2,0,0,0,0,0,1
565,33,7,94904,1,3,152,0,0,0,0,0
2987,55,30,94305,2,2,0,1,1,1,0,1
4404,50,24,92064,1,1,0,0,0,0,0,0
4069,59,34,95035,2,2,0,0,0,1,0,0
4321,40,15,94801,1,1,0,0,0,1,0,0
4222,48,22,90028,2,3,248,0,0,1,0,0
3811,48,24,94707,4,1,89,0,0,0,0,0
4324,52,28,92008,4,2,151,1,0,1,0,0
1043,64,34,95616,4,3,0,0,0,1,0,0
3009,55,25,94550,1,3,158,0,0,0,1,0
1990,59,35,90274,1,3,0,1,0,0,0,0
2336,37,13,93907,1,2,0,0,0,0,0,0
983,58,33,94402,3,2,0,0,0,0,1,0
4848,37,11,94143,2,2,260,0,0,1,0,0
2834,46,22,90009,2,1,0,0,0,1,0,0
485,25,1,95023,2,1,0,0,0,1,1,0
3555,37,13,92407,4,3,0,1,0,0,0,0
1358,55,29,95134,1,1,0,0,0,0,0,0
938,38,13,92093,3,2,0,1,0,1,0,0
1695,48,23,94025,4,2,118,0,0,0,0,0
2148,27,3,92007,4,1,0,0,0,0,0,0
4553,50,23,92037,1,2,0,0,0,0,0,0
2864,29,5,93101,4,1,0,0,0,1,1,0
3286,38,13,91706,3,2,0,0,0,1,0,0
235,26,1,95616,1,2,150,0,0,0,0,0
2402,42,17,95814,2,3,0,0,0,1,0,0
2323,62,37,94143,1,1,0,0,0,1,0,0
2949,44,18,94720,2,3,98,0,0,0,1,0
2142,28,4,92109,4,1,0,0,0,0,0,0
176,45,20,91711,4,2,0,1,0,1,0,0
3072,32,8,93023,4,2,257,0,0,0,1,0
3430,39,14,91320,2,2,108,0,0,0,1,0
528,33,8,90027,2,1,89,0,0,1,0,0
3281,58,33,90277,1,1,0,0,0,0,0,0
603,29,5,95035,2,1,0,0,0,0,0,0
3367,33,9,90024,1,1,0,0,0,1,1,0
2729,39,13,94555,3,1,247,0,0,1,0,0
3346,35,11,94720,4,1,0,0,1,1,1,0
740,49,23,91902,2,2,0,0,0,0,0,0
2760,59,33,95617,3,2,0,0,0,0,0,0
2944,56,32,91320,4,2,0,0,0,0,0,0
730,58,28,93106,1,3,0,0,0,0,1,0
89,65,41,94117,2,1,0,0,0,1,0,0
1216,45,20,94550,4,3,144,0,0,1,1,0
3051,50,25,92131,1,2,0,0,0,1,0,0
2770,33,9,91320,2,3,582,0,0,1,0,1
4649,37,11,94704,3,2,0,0,0,1,0,0
1585,46,20,93401,4,3,125,0,0,0,0,0
1414,48,24,90058,3,1,0,0,0,0,0,0
1529,34,9,94550,1,1,164,1,0,1,0,0
1419,65,41,92008,2,2,0,1,1,1,1,1
3284,56,30,92152,4,2,87,0,0,1,0,0
2158,25,0,93727,4,1,78,1,0,0,0,0
304,49,25,95605,4,1,617,0,0,0,0,1
2694,55,29,90089,1,1,0,0,0,1,0,0
3582,28,4,91330,3,2,0,0,0,0,1,0
1925,62,38,92009,1,3,0,0,0,0,0,0
180,62,37,91942,1,1,0,0,0,1,0,0
1304,29,5,94720,2,2,382,1,0,0,0,0
2167,32,8,93524,3,3,0,0,0,1,1,0
4471,44,20,91911,2,2,0,0,0,1,0,1
2447,25,1,93010,4,1,218,0,0,1,0,0
3260,33,8,92251,3,1,0,0,0,0,1,0
52,61,37,94720,1,1,0,0,0,1,0,0
1046,43,18,92096,1,3,0,0,0,0,0,0
4893,43,19,94112,1,3,120,1,0,1,0,0
3274,40,15,90095,1,1,0,0,0,0,0,0
3171,43,16,94110,3,2,100,0,0,0,0,0
3216,40,15,90630,4,3,0,0,0,1,0,0
4831,37,12,95616,4,3,217,0,0,1,0,0
2045,51,25,92677,1,1,0,0,0,1,0,0
1649,47,21,93106,2,2,0,0,0,0,1,0
4535,41,17,94025,4,1,0,0,0,1,0,0
4265,57,31,94304,2,1,0,1,1,1,1,0
2713,31,7,91320,1,1,0,0,0,1,0,0
3453,61,37,94720,3,2,0,0,0,0,0,0
927,33,9,93940,4,2,103,0,0,1,0,0
2072,52,28,94705,1,1,0,0,0,1,0,0
4393,52,27,92634,4,2,0,0,0,0,0,0
635,57,31,90034,3,1,0,1,1,1,1,0
2869,52,26,94923,4,1,0,0,0,1,1,0
874,24,0,90740,3,1,134,0,0,0,0,0
3492,51,27,92697,2,1,0,0,0,0,1,0
4336,36,10,94542,2,1,0,0,0,0,1,0
184,29,3,92173,3,1,0,0,0,1,0,1
1911,43,18,95616,2,3,112,0,0,0,0,0
4104,44,20,94143,1,3,196,0,0,0,1,0
365,54,24,92028,3,3,148,0,0,0,1,0
641,43,18,94960,1,3,327,1,0,1,0,0
2518,57,31,95616,2,1,0,0,0,0,1,0
3076,26,0,95616,2,3,0,0,0,0,0,0
4871,55,30,94040,2,2,0,0,0,1,1,0
1100,30,6,92717,3,2,0,0,0,1,0,0
4099,27,3,90032,4,1,0,0,0,0,0,0
2593,57,32,94710,4,1,245,0,0,0,0,0
1155,59,35,93555,1,3,0,0,0,1,0,0
1562,46,20,93106,1,2,128,0,0,1,0,0
3121,35,11,94542,2,2,0,0,0,1,0,0
4482,25,-2,95045,4,3,0,0,0,1,0,0
2371,33,7,94040,4,3,0,0,0,0,1,0
298,55,25,93720,3,3,0,0,0,1,0,0
532,32,6,90401,4,3,0,1,1,1,1,0
1714,44,20,90405,1,1,0,0,0,1,0,0
2579,45,21,90638,1,1,0,0,0,0,1,0
3359,59,35,94536,4,1,0,0,0,0,0,0
1042,56,32,92780,4,1,0,0,0,0,0,0
3426,23,-1,91605,4,1,90,0,0,1,0,0
2360,36,12,95060,2,2,0,0,1,1,1,1
2132,55,31,95747,1,1,0,0,0,0,0,0
1088,38,13,92028,3,2,196,0,0,0,0,0
3997,50,24,94501,4,3,0,0,0,0,1,0
2905,56,32,90032,3,1,0,0,1,1,0,1
4979,57,27,90210,4,3,0,0,0,1,0,0
1037,53,28,94720,4,1,119,0,0,1,1,0
4078,26,0,92093,4,2,0,1,0,1,0,0
2764,55,31,93943,4,1,0,0,0,1,0,0
3823,63,33,91768,4,3,0,0,0,0,0,1
3930,37,13,91773,4,2,0,0,0,0,0,0
4621,52,26,94132,1,1,0,0,0,1,0,0
341,59,34,93524,1,1,0,0,0,1,1,0
2480,55,30,94720,4,2,0,0,0,1,0,0
116,65,40,92024,3,2,0,0,0,1,0,0
3504,29,3,95814,4,3,0,0,0,1,0,0
2639,28,4,94025,1,3,0,0,0,1,0,0
2989,46,21,95762,2,1,181,1,0,1,0,0
13,48,23,93106,2,3,0,1,0,0,0,0
888,41,16,94720,2,1,0,0,0,1,0,0
4148,59,35,96008,2,2,0,1,1,1,1,1
2843,36,11,94709,1,1,0,0,0,1,0,0
3543,30,5,92182,4,3,0,0,0,1,0,1
2288,30,6,92121,1,3,90,0,0,1,0,0
2130,35,10,91754,4,3,232,0,0,0,0,0
3305,42,17,95120,3,1,383,0,0,1,0,0
4190,45,19,91116,2,2,0,0,0,0,0,0
3347,41,15,92037,2,1,0,0,0,1,1,0
4546,61,35,90025,2,3,0,0,0,1,0,0
672,65,41,92612,1,2,282,1,1,1,0,1
3889,45,18,95133,3,2,251,0,0,1,1,0
4561,43,18,94709,2,2,0,0,1,1,1,0
2097,55,29,95051,2,3,93,0,0,0,0,0
843,34,10,92101,3,1,0,0,0,0,0,0
2310,36,12,94583,1,1,81,0,0,1,0,0
831,29,5,92407,3,2,81,0,0,0,0,0
2378,47,23,92037,2,1,0,0,0,0,0,0
3287,62,36,95020,1,2,0,0,0,0,1,0
597,48,22,94022,1,3,0,0,0,1,0,1
1479,65,39,94803,4,1,237,0,0,1,0,1
3472,50,25,95503,1,3,0,0,0,1,0,0
262,42,16,93106,2,3,251,0,0,1,0,1
1192,29,5,94111,1,1,0,0,0,1,1,0
729,45,20,94720,2,2,0,0,0,0,0,1
2178,31,7,94507,1,1,0,0,0,1,0,0
4745,44,20,95616,3,3,0,0,0,1,0,0
2832,53,27,90405,2,3,0,0,0,1,1,0
2584,37,11,91302,1,1,185,0,0,1,1,0
1912,60,35,94709,3,2,0,0,0,0,0,0
4526,36,11,94110,1,1,0,0,0,1,1,0
4364,30,4,93711,4,2,84,0,0,1,0,0
2228,61,35,90840,4,2,0,0,0,1,1,0
1978,41,15,94303,3,3,0,0,0,1,1,0
694,40,15,92096,2,3,107,0,0,1,0,0
3937,43,18,95616,3,3,0,1,0,0,0,0
1632,61,36,91105,1,2,0,1,1,0,1,1
3523,64,40,94028,2,3,134,0,0,0,0,0
4100,61,35,92831,1,2,0,0,0,1,1,0
3658,52,26,94025,2,2,0,0,0,1,1,0
3595,34,8,95616,1,1,0,0,0,1,0,0
4191,40,16,95814,3,2,216,1,1,1,0,1
4392,46,22,94105,2,1,0,0,0,0,1,0
385,51,25,9307,4,3,0,0,0,1,1,0
1424,55,30,90250,2,3,0,0,0,0,0,0
7,53,27,91711,2,2,0,0,0,1,0,0
2355,35,9,94043,1,2,0,0,0,1,0,0
3728,56,30,94117,2,1,109,1,1,1,1,0
550,61,36,94110,3,2,0,0,0,0,1,0
1053,43,17,95812,3,2,103,0,0,1,1,0
173,38,13,92717,2,1,0,0,0,1,0,0
4950,29,5,94114,4,1,249,0,0,0,1,0
3606,61,31,92333,2,3,0,0,0,0,0,1
4038,52,28,91335,1,1,178,0,0,0,0,0
953,44,20,93943,2,1,524,0,0,0,1,0
252,54,28,92182,2,2,325,0,0,1,0,1
2300,62,37,94583,3,3,91,0,0,0,0,0
2932,31,4,91741,2,2,109,0,0,0,1,0
3863,60,34,94104,3,1,0,0,0,1,0,0
4970,45,19,94143,2,3,250,0,0,1,0,0
57,55,30,94005,3,2,0,1,1,1,0,0
948,55,29,94305,3,3,84,0,0,1,0,0
2294,42,17,91768,2,2,0,0,0,1,0,0
3571,54,29,91107,2,3,0,0,0,1,1,0
540,57,32,94720,1,3,117,0,0,0,0,0
4519,53,28,94609,4,2,0,0,0,1,0,0
1756,28,3,92647,4,2,0,0,0,1,1,0
1432,58,34,90058,1,1,0,0,0,0,0,0
2846,62,36,90019,2,3,98,0,0,0,0,0
647,58,33,90033,4,1,0,0,0,0,0,0
4796,46,21,91710,2,1,101,0,0,1,0,0
3385,36,11,94583,1,1,153,1,0,1,0,0
4267,42,16,94015,1,1,87,0,0,0,1,0
707,58,34,95819,1,1,0,0,0,1,0,0
1795,56,32,91355,3,3,0,0,0,0,0,1
1443,39,13,95822,3,1,162,1,0,1,0,0
4062,33,3,91040,2,3,0,0,0,1,0,0
5,35,8,91330,4,2,0,0,0,0,1,0
4185,51,25,90277,2,2,0,0,0,0,0,0
98,54,28,92121,1,1,0,0,0,1,0,0
39,42,18,94114,3,3,0,1,1,1,0,1
4579,45,20,94143,4,2,0,0,0,1,1,0
1754,53,29,92008,2,1,0,0,0,1,0,0
66,59,35,91360,1,1,0,0,0,1,1,0
3418,39,12,90024,3,2,0,0,0,1,1,0
3223,49,23,93107,2,3,0,0,0,0,0,0
4466,39,15,94108,4,2,0,0,0,0,1,0
2145,33,6,94720,3,2,0,1,1,1,0,1
4665,62,37,93657,4,2,0,0,0,0,0,0
4492,41,16,91604,4,1,0,0,0,1,0,0
1395,52,27,90095,2,2,0,0,0,0,1,0
1239,28,2,91116,2,3,0,0,0,1,0,0
2194,45,19,94609,2,3,102,0,0,1,0,0
552,59,34,93118,1,1,0,0,0,1,1,0
577,25,-1,92870,3,3,0,0,0,0,1,0
624,44,19,95616,1,3,78,0,0,1,0,0
975,63,38,90401,3,1,0,0,0,1,0,0
1450,63,37,90740,1,1,0,0,0,1,0,0
4795,56,30,94110,4,3,146,0,0,0,0,0
2037,46,19,94305,3,2,0,0,0,1,0,0
2182,45,15,94143,1,3,105,0,0,1,0,0
3003,37,13,90095,2,2,83,0,0,0,0,0
3292,53,28,94998,1,2,0,0,0,1,0,0
3624,28,3,91105,4,2,95,0,0,0,0,0
1071,36,9,90840,2,2,0,0,0,1,0,0
1038,35,11,93106,1,2,0,1,0,1,0,0
3916,38,13,92037,1,1,0,0,0,1,1,0
1686,40,16,90011,4,1,155,0,0,1,0,0
377,45,21,94304,3,1,0,0,0,0,0,0
945,41,15,90503,4,3,0,0,0,0,1,0
50,40,16,92373,1,1,0,0,0,0,1,0
2063,57,31,92521,3,1,219,0,1,1,1,0
2067,41,16,95814,2,2,0,0,0,0,1,0
4240,62,36,92182,3,3,0,0,0,1,0,0
1949,39,15,93955,4,1,86,0,0,0,0,0
824,35,9,90509,1,1,0,0,0,1,1,0
958,56,32,94309,2,1,0,0,0,1,0,0
1278,45,20,92110,2,1,428,0,0,0,0,0
825,39,15,94801,4,1,0,1,0,1,0,0
2519,61,37,95125,4,2,0,0,0,0,1,0
4151,46,20,92009,2,2,75,0,0,1,0,0
2356,56,31,94920,3,3,0,0,0,1,1,0
1455,51,25,90024,1,1,0,0,0,0,0,0
1297,30,6,92399,3,1,219,0,0,1,0,0
4755,57,33,94025,2,1,161,0,0,0,0,0
200,36,11,92152,1,3,0,0,1,1,1,1
2892,59,33,90044,1,1,0,0,0,1,1,0
3975,46,21,94305,1,3,0,0,0,0,0,0
3881,48,24,90024,4,2,0,0,0,0,0,0
4556,43,19,95054,3,3,179,0,0,0,0,0
2600,44,20,91006,4,3,0,0,0,0,1,0
115,39,14,92354,3,3,0,0,0,1,0,0
2091,50,25,95023,1,1,307,0,0,0,1,0
1145,49,24,95822,1,2,0,0,0,0,0,0
981,38,13,92697,1,3,0,0,0,1,1,0
401,36,10,94542,3,1,0,0,0,1,0,1
4072,30,6,94304,3,2,135,0,0,0,1,0
2478,40,14,90025,1,3,0,0,0,1,0,1
3592,58,32,94109,2,3,224,0,0,1,1,0
77,58,32,91320,3,3,0,0,0,0,0,0
1872,31,5,94065,4,2,268,0,0,0,0,0
1908,42,18,93711,1,1,0,0,0,0,0,0
759,64,39,90266,1,2,0,1,0,0,0,0
1179,33,7,94025,1,2,98,0,0,1,0,0
2919,28,3,93727,1,1,0,0,0,1,0,0
4602,37,12,95630,1,3,0,0,0,1,0,0
3951,38,14,94143,1,3,255,0,0,1,0,0
523,36,11,91007,1,1,224,0,0,0,0,0
2062,63,38,93950,4,2,111,0,0,0,0,1
1628,46,20,91016,3,2,0,0,0,1,1,0
4978,40,15,90266,3,3,0,0,0,1,0,0
536,51,25,94143,1,1,0,0,0,1,0,0
3194,31,7,95616,1,1,0,0,0,0,1,0
227,24,-1,94085,2,2,0,0,0,0,0,0
2551,32,8,93106,1,3,102,0,0,1,0,0
916,53,28,94550,1,1,303,0,0,1,0,0
1927,30,6,90095,1,2,0,0,0,1,0,0
2202,41,16,92009,2,1,0,0,0,0,0,0
3753,55,30,93003,4,3,219,0,0,0,1,0
3139,36,11,93555,1,1,255,0,0,1,0,0
3795,52,27,92612,4,2,0,1,0,1,0,0
4595,53,27,91320,3,3,78,0,0,1,0,0
2172,35,11,93108,1,3,0,0,0,1,0,0
3654,52,27,92521,2,2,0,0,0,0,1,0
249,55,29,92121,2,1,264,0,0,1,1,0
2800,64,39,94720,4,2,200,0,0,1,0,0
3311,53,29,94720,4,2,0,0,0,1,1,0
3529,43,17,90210,3,2,0,0,0,1,0,0
2362,36,12,94928,3,3,0,1,1,1,0,1
1356,61,37,91910,1,1,158,0,0,1,0,0
2755,26,1,93943,4,1,119,0,0,0,0,0
1495,59,35,90089,1,2,0,0,0,1,1,0
645,52,27,92121,2,2,0,0,0,1,0,0
3965,43,18,94025,4,3,0,0,0,0,0,0
1125,38,12,94022,4,1,0,0,0,0,1,0
1849,35,10,95032,3,1,0,1,1,1,1,0
374,49,25,90291,4,1,111,0,0,1,1,0
1971,27,3,92780,1,1,397,0,0,1,1,0
4351,64,39,95134,4,2,0,0,0,0,1,0
3162,28,4,94024,1,1,0,0,0,1,0,0
27,40,16,95064,4,3,0,0,0,0,0,0
718,59,34,93940,3,1,0,0,0,0,1,0
2244,54,28,91342,3,2,150,0,0,1,1,0
20,55,28,94720,1,2,0,1,0,0,1,0
1983,58,33,94701,3,2,110,0,0,1,0,0
1812,28,3,94534,4,3,0,0,0,0,0,0
4397,30,5,95014,4,3,0,0,0,1,0,0
188,46,21,94305,3,3,315,0,0,1,0,1
2801,52,26,93907,2,2,90,0,0,1,1,0
4775,56,32,91768,1,3,0,0,0,1,1,0
3365,41,15,94143,2,2,105,0,0,0,0,0
930,55,30,92121,1,2,91,0,0,0,1,0
1723,26,2,92647,4,1,0,1,1,1,0,0
4284,58,32,91320,3,3,217,0,1,1,1,0
2680,57,32,92704,2,3,166,0,0,1,0,0
1425,29,3,94539,2,1,287,0,0,1,0,0
1218,44,20,94305,1,1,0,0,0,1,0,0
1840,28,2,95616,4,3,0,0,0,1,1,0
3045,41,16,94124,2,2,83,0,0,0,0,0
4118,39,14,92037,4,3,0,1,0,0,0,0
2790,27,3,90065,1,3,0,0,0,1,1,0
972,43,19,92028,3,3,231,0,1,1,1,1
2872,65,39,94131,4,3,252,0,0,1,0,0
1234,53,29,93943,2,1,0,0,0,1,0,0
856,59,33,92152,2,1,77,0,0,1,0,0
4111,66,41,95617,3,1,0,0,0,0,0,0
4866,50,24,90025,4,2,342,0,0,0,1,1
3885,27,1,91330,4,3,402,0,0,1,1,0
527,26,2,93106,1,1,271,0,0,0,1,0
711,43,17,94085,3,3,87,0,0,1,1,0
1056,31,6,95630,1,1,0,1,0,1,0,0
4607,44,20,94607,2,1,0,0,0,1,0,0
2162,52,28,94131,4,2,95,0,0,1,1,0
3841,56,31,95211,3,2,114,0,0,0,0,0
3480,31,6,94720,2,1,0,0,0,1,0,0
3557,35,11,94303,1,1,0,1,0,0,1,0
1198,48,23,92866,1,3,0,0,0,0,1,0
4210,35,9,91125,2,3,125,0,0,1,0,0
2963,23,-2,91711,2,2,0,0,0,0,0,0
1131,58,32,94402,1,1,0,0,0,0,0,0
4714,25,1,93022,2,1,0,0,0,1,0,0
3278,43,19,92121,2,1,0,0,0,1,0,0
2151,62,38,91320,1,1,0,1,0,0,1,0
588,50,24,93305,1,1,272,0,0,1,0,0
1625,28,2,90024,2,2,0,1,0,1,0,0
3496,32,8,91401,1,2,192,0,0,1,0,0
3273,35,9,92121,2,1,0,0,0,0,0,0
3294,44,20,94939,2,1,0,1,0,1,0,0
1288,42,18,94010,4,2,0,0,0,0,0,0
1035,49,23,90095,3,1,134,1,0,1,0,0
912,47,21,94538,4,3,0,0,0,0,0,0
625,33,6,92821,2,2,122,0,0,1,0,0
1128,35,9,91101,1,1,0,0,0,1,1,0
2695,45,19,94720,3,1,0,0,0,1,1,0
2319,60,34,94803,1,2,112,0,0,1,0,0
609,27,2,91910,4,2,0,0,0,1,0,0
4401,34,10,94143,1,1,0,0,0,1,0,0
314,34,9,93720,3,1,0,0,0,0,1,0
4054,35,11,94720,2,1,0,0,0,0,0,0
4677,39,13,91950,3,1,0,1,0,1,0,0
4654,34,10,92780,2,1,0,0,0,1,1,0
2335,45,21,90025,4,1,0,0,0,0,0,0
3471,57,31,90503,2,1,429,0,0,1,1,0
4420,42,17,93065,1,3,272,0,0,0,0,0
294,45,19,90095,4,3,0,0,0,0,0,0
991,34,10,94002,4,1,0,0,0,1,0,0
3296,42,16,94960,3,2,0,0,0,0,0,1
1501,54,28,95014,2,1,0,0,0,1,0,0
153,57,32,93117,1,1,0,0,0,1,1,0
2034,49,23,92126,1,1,0,0,0,1,1,0
3945,56,26,91320,3,3,0,0,0,1,0,0
4585,26,0,90089,3,2,0,0,0,0,0,0
3681,36,11,90064,3,1,0,0,0,0,0,0
44,39,15,95616,1,1,0,0,0,1,0,0
1139,30,6,93101,4,1,0,1,0,1,0,0
2026,47,20,94720,3,2,185,1,0,0,0,0
3108,41,17,92374,2,1,0,0,0,0,0,0
503,44,19,92833,1,2,0,0,0,0,0,0
3316,48,22,94720,3,1,0,0,0,0,0,0
622,41,17,91125,2,2,0,0,0,1,0,0
1474,65,35,91711,1,3,0,0,0,1,0,0
518,54,27,92834,3,2,169,0,0,0,0,0
2413,61,36,93118,4,1,148,0,0,0,0,0
2299,48,24,92630,4,2,0,0,0,0,1,0
3756,55,25,94115,3,3,0,0,0,1,0,0
4928,43,19,94720,1,2,0,0,1,1,1,1
433,43,17,91311,1,1,0,0,0,1,0,0
4051,53,26,94590,2,2,83,0,0,0,0,0
1362,50,26,95039,4,2,0,0,0,1,0,0
3369,45,18,94720,3,2,0,0,1,0,1,1
4241,39,14,95064,1,1,509,1,0,0,0,0
4957,39,13,94109,4,3,0,1,0,0,1,0
2405,41,15,95010,1,3,0,0,0,1,0,0
139,59,34,94928,3,1,0,1,1,0,1,0
781,32,7,92634,4,1,0,0,0,1,1,0
2564,39,13,90401,1,3,0,0,0,0,1,0
1365,44,19,92129,4,1,0,0,0,0,0,0
4348,58,33,90024,3,1,0,0,0,1,0,0
3261,55,30,95821,2,3,0,0,0,0,0,0
4074,51,27,92120,1,1,0,0,0,0,0,0
4536,42,18,96091,3,3,0,0,0,0,0,0
791,55,30,92028,4,1,0,0,0,1,1,0
1934,63,39,91311,4,2,0,0,0,1,0,0
3267,57,31,92821,1,3,0,0,0,1,1,0
2613,50,26,95138,4,2,131,0,0,0,0,0
4882,57,32,92346,2,3,140,0,0,1,0,0
3918,41,15,94608,3,1,292,0,0,1,0,0
3932,53,27,95003,1,1,0,0,0,1,0,0
1845,65,40,92717,3,3,0,0,0,0,1,0
1700,51,25,94720,4,3,0,0,0,0,1,0
1621,39,14,94035,2,2,0,0,0,1,0,0
94,60,34,94550,2,3,236,1,0,1,0,0
1124,46,20,92521,4,3,0,0,0,0,0,0
582,28,3,94521,4,1,0,0,0,1,1,0
3444,44,18,90639,1,1,202,0,0,0,0,0
192,51,25,90404,1,3,140,0,0,0,0,0
4226,43,18,91902,2,1,0,0,0,1,0,0
3020,58,33,94132,2,3,0,0,0,1,0,0
3700,46,22,94501,4,2,0,0,0,1,1,0
